group,endpoints,tns_ns,wns_ns
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe0_bf2_start_gen/need_sclr_lut.real_shift_ram.FF_gen[].reg/D,1,-0.144,-0.144
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMA/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMA_D1/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMB/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMB_D1/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMC/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMC_D1/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMD/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMD_D1/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAME/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAME_D1/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMF/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMF_D1/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMG/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMG_D1/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMH/WE,1,-0.143,-0.143
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_14_27/RAMH_D1/WE,1,-0.143,-0.143
clk500:cfo/observation_front/index_stage_reg[]/C -> cfo/observation_front/coefficient_address_reg_0_2/ENARDEN,1,-0.143,-0.143
clk500:cfo/observation_front/fft_core/m_generation_reg[]/C -> cfo/observation_front/fft_core/issued_all_reg/D,1,-0.143,-0.143
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_160/CAS_IN_EN_B,1,-0.143,-0.143
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[3].natural_order_input.OVFLO_FIFO/delay_reg[][]_srl16/CE,1,-0.142,-0.142
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_next_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_105/CAS_IN_ADDR_B[],1,-0.142,-0.142
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_97/CAS_IN_DIN_B[],1,-0.138,-0.138
clk150:sfo/two_pass_transport/second_resampling/engine/core/stream/lane_phase_reg[][]/C -> sfo/two_pass_transport/second_resampling/engine/error_sticky_reg/D,1,-0.137,-0.137
clk150:sfo/two_pass_transport/second_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_34/DINADIN[],2,-0.136,-0.131
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/input_delay_re/no_sclr_lut.real_shift_ram.use_baseblock.use_hlutnm_srls.srl_loop[].i_fdre1/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[4].natural_order_input.PE/bypass_muxes.din_re_mux_gen[].reg/D,1,-0.135,-0.135
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]_rep/C -> cfo/observation_front/fft_core/pr4_reg/DSP_M_DATA_INST/CEM,1,-0.135,-0.135
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_BWE_B[],3,-0.135,-0.06
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[1].natural_order_input.PE/has_addr_gen.bf2_addr_gen/output_cnt.reg_next_start/R,1,-0.134,-0.134
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[1].natural_order_input.PE/has_addr_gen.tw_addr_gen/output_cnt.reg_next_start/R,1,-0.134,-0.134
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_next_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_ADDR_B[],2,-0.134,-0.127
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_6/CAS_IN_EN_B,1,-0.133,-0.133
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_105/CAS_IN_DIN_B[],2,-0.131,-0.096
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_153/CAS_IN_EN_B,1,-0.13,-0.13
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/hasbf2.FB_2.BF_2/mem_mux_and_reg_upper_re/slicel_slicem_implementation.mux/use_lut6_2.latency1.Q_reg[]/C -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/hasbf2.FB_2.BF_2/MEM/blk_ram.use_bram_only.mem/depths_3to9.ram_loop[].use_RAMB18.SDP_RAMB18E1_36x512/DINADIN[],1,-0.128,-0.128
clk150:cfo/coarse_rotation/tag_pipe_reg[][]_replica/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_15/CAS_IN_ADDR_B[],1,-0.127,-0.127
clk500:cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/rdp_inst/count_value_i_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_7/ADDRBWRADDR[],1,-0.127,-0.127
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/has_nfft.counter_limit_early_reg[].max_n_int_minus_one_ff/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[2].natural_order_input.PE/has_addr_gen.bf2_addr_gen/cnt/i_tc_compare_reg/D,1,-0.127,-0.127
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_134/CAS_IN_ADDR_A[],1,-0.127,-0.127
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_129/CAS_IN_EN_B,1,-0.127,-0.127
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]/C -> cfo/observation_front/fft_core/rr3_reg/DSP_A_B_DATA_INST/CEB1,1,-0.125,-0.125
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_bit_reverse.pe_out_reg/no_sclr_lut.real_shift_ram.use_baseblock.use_hlutnm_srls.srl_loop[].i_fdre0/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_bit_reverse.dig_rev_mem/blk_ram.use_bram_only.mem/depth_14.main_ram_loop[].use_RAMB18.ram_2k_loop[].SDP_RAMB18_9x2048/DINADIN[],2,-0.125,-0.072
clk500:cfo/windows/sample_index_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_7/ENBWREN,1,-0.124,-0.124
clk150:cfo/coarse_rotation/tag_pipe_reg[][]_replica/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_71/CAS_IN_ADDR_B[],1,-0.123,-0.123
clk150:cfo/estimator/backend/quality_core/fft_core/butterfly_index_reg[]/C -> cfo/estimator/backend/quality_core/fft_core/a_reg_reg[]/D,1,-0.121,-0.121
clk150:sfo/two_pass_transport/second_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_29/DINADIN[],2,-0.121,-0.081
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_118/CAS_IN_EN_B,1,-0.119,-0.119
clk500:cfo/windows/sample_index_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_6/ENBWREN,1,-0.118,-0.118
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_87/CAS_IN_ADDR_A[],1,-0.118,-0.118
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/symbols_out_remaining_reg[]/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_status_channel.gen_status_ovflo.we_current_state_reg/D,1,-0.117,-0.117
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_79/CAS_IN_DIN_B[],2,-0.116,-0.072
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_DIN_B[],2,-0.116,-0.064
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_183/CAS_IN_ADDR_A[],3,-0.116,-0.06
clk500:cfo/windows/sample_index_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_14/REGCEB,1,-0.115,-0.115
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.resets_4_pes[1].delay_reset_pe/tc_reg/S,1,-0.114,-0.114
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_7/CAS_IN_ADDR_A[],1,-0.114,-0.114
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_79/CAS_IN_ADDR_A[],2,-0.114,-0.112
clk500:cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/rdp_inst/count_value_i_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_2/CASDOMUXB,1,-0.112,-0.112
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_153/CAS_IN_DIN_B[],1,-0.111,-0.111
clk150:sfo/two_pass_transport/second_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_18/DINADIN[],2,-0.109,-0.056
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]/C -> cfo/observation_front/fft_core/pr4_reg/DSP_A_B_DATA_INST/CEB1,1,-0.108,-0.108
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_31/CAS_IN_EN_B,1,-0.107,-0.107
clk150:sfo/two_pass_transport/second_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_31/DINADIN[],1,-0.105,-0.105
clk500:cfo/observation_front/index_stage_reg[]/C -> cfo/observation_front/coefficient_address_reg_1_2/ENARDEN,1,-0.104,-0.104
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[2].natural_order_input.OVFLO_FIFO/delay_reg[][]_srl16/CE,1,-0.104,-0.104
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_121/CAS_IN_EN_B,1,-0.104,-0.104
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/rv_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_55/CAS_IN_EN_A,1,-0.104,-0.104
clk150:cfo/issued_reg[]_replica/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_97/CAS_IN_ADDR_A[],1,-0.103,-0.103
clk500:sfo/residual_estimator/aux_service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C -> sfo/residual_estimator/aux_service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_3/WEA[],1,-0.098,-0.098
clk500:cfo/observation_front/fft_core/m_generation_reg[]/C -> cfo/observation_front/fft_core/state_reg[]/D,1,-0.097,-0.097
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_15/CAS_IN_ADDR_A[],2,-0.097,-0.066
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_104/CAS_IN_EN_A,1,-0.095,-0.095
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_next_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_129/CAS_IN_ADDR_B[],1,-0.094,-0.094
clk150:sfo/two_pass_transport/second_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_33/DINADIN[],1,-0.092,-0.092
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_153/CAS_IN_DIN_B[],1,-0.092,-0.092
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]/C -> cfo/observation_front/fft_core/ri3_reg/DSP_A_B_DATA_INST/CEB1,1,-0.091,-0.091
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/input_delay_re/no_sclr_lut.real_shift_ram.use_baseblock.use_hlutnm_srls.srl_loop[].i_fdre1/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[3].natural_order_input.PE/bypass_muxes.din_re_mux_gen[].reg/D,1,-0.09,-0.09
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_next_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_31/CAS_IN_ADDR_B[],1,-0.089,-0.089
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/hasbf2.FB_2.BF_2/mem_mux_and_reg_upper_re/slicel_slicem_implementation.mux/use_lut6_2.latency1.Q_reg[]/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/hasbf2.FB_2.BF_2/MEM/blk_ram.use_bram_only.mem/depth_12_s6_depth_11.main_ram_loop[].use_RAMB18.ram_2k_loop[].SDP_RAMB18_9x2048/DINADIN[],2,-0.089,-0.056
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_30/CAS_IN_BWE_B[],4,-0.088,-0.048
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_wa_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_159/CAS_IN_ADDR_B[],1,-0.085,-0.085
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_137/CAS_IN_EN_B,1,-0.085,-0.085
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_136/CAS_IN_BWE_B[],3,-0.085,-0.047
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].first.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/D,1,-0.084,-0.084
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_31/CAS_IN_DIN_B[],2,-0.084,-0.079
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_79/CAS_IN_DIN_B[],1,-0.082,-0.082
clk500:cfo/windows/sample_index_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_4/ENBWREN,1,-0.081,-0.081
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_15/CAS_IN_DIN_B[],1,-0.08,-0.08
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_103/CAS_IN_ADDR_A[],1,-0.08,-0.08
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_5/CAS_IN_BWE_B[],4,-0.079,-0.033
clk150:sfo/two_pass_transport/second_resampling/engine/frame_id_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_100/ENARDEN,1,-0.078,-0.078
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_136/CAS_IN_EN_A,1,-0.077,-0.077
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_55/CAS_IN_DIN_B[],1,-0.076,-0.076
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/hasbf2.FB_2.BF_2/MEM/blk_ram.use_bram_only.mem/depth_12_s6_depth_11.main_ram_loop[].use_RAMB18.ram_2k_loop[].SDP_RAMB18_9x2048/CLKBWRCLK -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/hasbf2.FB_2.BF_2/MEM/blk_ram.use_bram_only.mem/depth_12_s6_depth_11.use_fabric_register.doutb_tmp_reg[]/D,1,-0.076,-0.076
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[1].natural_order_input.PE/has_addr_gen.tw_addr_gen/cnt_valid_reg/R,1,-0.075,-0.075
